Tiempo,x,y,w,h
762.171630859375,1032,403,23,17
4.0009765625,1031,403,23,17
771.173095703125,1031,403,23,17
4.001220703125,1031,403,24,17
764.17138671875,1031,403,24,17
4.001220703125,1031,403,24,17
764.1708984375,1032,403,24,17
4.0009765625,1031,403,23,17
766.1748046875,1032,403,23,17
4.001708984375,1031,403,23,17
763.1708984375,1031,403,23,17
4.00048828125,1032,403,23,17
760.1708984375,1032,403,23,17
4.0009765625,1032,403,23,17
759.170654296875,1031,403,23,17
4.00146484375,1031,403,23,17
766.17138671875,1031,403,23,17
4.00244140625,1031,403,24,17
772.91943359375,1031,403,24,17
4.00048828125,1031,403,24,17
763.171630859375,1031,403,24,18
4.001220703125,1031,403,24,18
765.17236328125,1031,403,24,18
4.0,1031,403,24,18
772.727783203125,1032,403,23,17
5.001953125,1031,404,23,18
807.9892578125,1031,404,23,17
4.0009765625,1031,404,23,17
777.17431640625,1031,404,23,17
4.003173828125,1031,404,23,17
772.17236328125,1031,404,23,18
4.0,1031,404,23,18
763.171630859375,1032,404,23,18
4.000732421875,1032,404,23,18
760.171142578125,1032,404,23,18
4.0,1032,404,23,18
784.524169921875,1031,404,23,18
4.00146484375,1032,403,23,19
768.022216796875,1032,404,23,18
4.0009765625,1032,404,23,18
761.678466796875,1032,404,23,18
4.0,1032,404,23,18
766.172119140625,1032,404,23,18
4.000732421875,1032,404,24,17
769.172119140625,1031,404,23,18
4.001220703125,1031,404,24,17
760.1708984375,1032,404,24,17
4.00146484375,1032,404,24,18
767.172607421875,1032,404,24,18
4.000244140625,1031,404,24,18
768.17236328125,1031,403,24,19
4.000244140625,1030,403,25,19
757.1708984375,1032,403,24,19
4.000732421875,1031,404,24,18
762.171875,1031,404,23,18
4.001708984375,1032,403,23,19
764.1708984375,1032,403,24,19
4.001708984375,1030,404,24,18
758.244873046875,1030,404,24,18
4.0009765625,1031,404,24,18
764.171875,1030,404,24,18
3.999755859375,1031,404,23,18
769.173095703125,1031,404,24,18
4.00048828125,1031,404,24,18
761.171142578125,1031,404,23,18
4.00146484375,1031,404,23,18
769.173583984375,1031,404,24,18
4.001708984375,1030,404,24,18
761.17041015625,1030,404,24,17
4.001220703125,1031,404,24,17
770.172119140625,1031,404,24,18
5.002197265625,1030,404,25,17
763.67919921875,1030,404,25,17
4.001708984375,1031,404,24,18
761.293212890625,1031,404,24,18
4.0009765625,1032,404,24,18
766.709228515625,1031,404,24,18
4.001708984375,1032,404,24,18
764.01416015625,1031,404,24,18
4.000732421875,1031,404,24,18
762.586669921875,1031,404,23,17
4.00048828125,1031,404,23,18
771.39599609375,1031,404,24,18
4.000244140625,1030,404,24,18
765.171875,1031,404,24,18
4.000732421875,1031,403,24,19
775.173828125,1030,404,24,18
4.00341796875,1030,403,24,19
770.173095703125,1030,403,24,19
4.001708984375,1029,404,25,18
765.170654296875,1030,404,24,18
4.001220703125,1030,404,24,18
755.169677734375,1029,404,25,17
4.000732421875,1029,403,25,17
767.172119140625,1029,403,25,17
4.000732421875,1029,404,25,17
764.17138671875,1029,404,25,18
4.001708984375,1028,403,25,18
771.172607421875,1028,403,25,18
5.00146484375,1029,404,24,18
769.173583984375,1029,404,24,18
